id_no,name_en,name_fr,body_en,body_fr,lat,long,states_name_en,region
826,Portovenere - Cinque Terre - and the Islands (Palmaria - Tino and Tinetto),Portovenere - Cinque Terre et les îles (Palmaria - Tino et Tinetto),<p>The Ligurian coast between Cinque Terre and Portovenere is a cultural landscape of great scenic and cultural value. The layout and disposition of the small towns and the shaping of the surrounding landscape - overcoming the disadvantages of a steep - uneven terrain - encapsulate the continuous history of human settlement in this region over the past millennium.</p>,<p>Ce territoire c&ocirc;tier ligurien qui s'&eacute;tend des Cinque Terre &agrave; Portovenere est un paysage culturel de grande valeur panoramique et culturelle. La forme et la disposition des petites villes et le mod&egrave;le du paysage environnant - surmontant les d&eacute;savantages d'un terrain escarp&eacute; et irr&eacute;gulier - marquent les jalons d'une occupation humaine continue dans cette r&eacute;gion au cours du dernier mill&eacute;naire.</p>,44.1349639,9.6817683,Italy,Europe and North America
784,Historic Centre of the City of Salzburg,Centre historique de la ville de Salzbourg,<p>Salzburg has managed to preserve an extraordinarily rich urban fabric - developed over the period from the Middle Ages to the 19th century when it was a city-state ruled by a prince-archbishop. Its Flamboyant Gothic art attracted many craftsmen and artists before the city became even better known through the work of the Italian architects Vincenzo Scamozzi and Santini Solari - to whom the centre of Salzburg owes much of its Baroque appearance. This meeting-point of northern and southern Europe perhaps sparked the genius of Salzburg&rsquo;s most famous son - Wolfgang Amadeus Mozart - whose name has been associated with the city ever since.</p>,<p>Salzbourg a su pr&eacute;server un tissu urbain d&rsquo;une richesse exceptionnelle &eacute;labor&eacute; entre le Moyen &Acirc;ge et le XIXe si&egrave;cle - alors qu&rsquo;elle formait une ville-&Eacute;tat gouvern&eacute;e par son prince-archev&ecirc;que. L&rsquo;art gothique flamboyant qui s&rsquo;y &eacute;panouit attira dans la ville de nombreux artistes avant que son rayonnement ne s&rsquo;affirme encore avec l&rsquo;intervention d&rsquo;architectes italiens - Vincenzo Scamozzi et Santini Solari - &agrave; qui le centre de Salzbourg doit beaucoup de son caract&egrave;re baroque. Cette rencontre du nord et du sud de l&rsquo;Europe n&rsquo;est peut-&ecirc;tre pas &eacute;trang&egrave;re au g&eacute;nie du plus illustre des fils de Salzbourg - Wolfgang Amadeus Mozart - dont la renomm&eacute;e universelle rejaillit d&eacute;sormais sur la ville.</p>,47.805562,13.0412793,Austria,Europe and North America
241,Group of Monuments at Hampi,Ensemble monumental de Hampi,<p>The austere - grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565 - the city was pillaged over a period of six months before being abandoned.</p>,<p>Hampi est le site - aust&egrave;re et grandiose - de la derni&egrave;re capitale du dernier grand royaume hindou de Vijayanagar - dont les princes extr&ecirc;mement riches firent &eacute;difier des temples dravidiens et des palais qui firent l'admiration des voyageurs entre le XIV<sup>e</sup> et le XVI<sup>e</sup> si&egrave;cle. Conquise par la Conf&eacute;d&eacute;ration islamique du Deccan en 1565 - la ville fut livr&eacute;e au pillage pendant six mois - puis abandonn&eacute;e.</p>,15.3323983,76.4700975,India,Asia
1,Galápagos Islands,Îles Galápagos,<p>Situated in the Pacific Ocean some 1 -000 km from the South American continent - these 19 islands and the surrounding marine reserve have been called a unique ‘living museum and showcase of evolution’. Located at the confluence of three ocean currents - the Galápagos are a ‘melting pot’ of marine species. Ongoing seismic and volcanic activity reflects the processes that formed the islands. These processes - together with the extreme isolation of the islands - led to the development of unusual animal life – such as the land iguana - the giant tortoise and the many types of finch – that inspired Charles Darwin’s theory of evolution by natural selection following his visit in 1835.</p>,<p>Situées dans l’océan Pacifique - à environ 1000 km du continent sud-américain - ces dix-neuf îles et la réserve marine qui les entoure constituent un musée et un laboratoire vivants de l’évolution uniques au monde. Au confluent de trois courants océaniques - les Galápagos sont un creuset d’espèces marines. L’activité sismique et le volcanisme toujours en activité illustrent les processus qui ont formé ces îles. Ces processus - ainsi que l’isolement extrême de ces îles - ont entraîné le développement d’une faune originale - notamment l’iguane terrestre - la tortue géante et de nombreuses espèces de pinsons qui inspira à Charles Darwin sa théorie de l’évolution par la sélection naturelle à la suite de sa visite en 1835.</p>,-0.6130517,-90.9010535,Ecuador,Latin America and the Caribbean
357,Göreme National Park and the Rock Sites of Cappadocia,Parc national de Göreme et sites rupestres de Cappadoce,<p>In a spectacular landscape - entirely sculpted by erosion - the G&ouml;reme valley and its surroundings contain rock-hewn sanctuaries that provide unique evidence of Byzantine art in the post-Iconoclastic period. Dwellings - troglodyte villages and underground towns &ndash; the remains of a traditional human habitat dating back to the 4th century &ndash; can also be seen there.</p>,<p>Dans un paysage saisissant model&eacute; par l'&eacute;rosion - la vall&eacute;e de G&ouml;reme et ses environs abritent des sanctuaires rupestres - t&eacute;moignages irrempla&ccedil;ables sur l'art byzantin de la p&eacute;riode post-iconoclaste - ainsi que des habitations - des villages troglodytiques et des villes souterraines - vestiges d'un habitat humain traditionnel dont les d&eacute;buts remontent au IV<sup>e</sup> si&egrave;cle.</p>,38.6458758,34.8420439,Turkey,Europe and North America
28,Yellowstone National Park,Parc national de Yellowstone,<p>The vast natural forest of Yellowstone National Park covers nearly 9 -000 km<sup>2</sup> ; 96% of the park lies in Wyoming - 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features - with more than 10 -000 examples. It also has the world's largest concentration of geysers (more than 300 geyers - or two thirds of all those on the planet). Established in 1872 - Yellowstone is equally known for its wildlife - such as grizzly bears - wolves - bison and wapitis.</p>,<p>La vaste for&ecirc;t naturelle du parc national de Yellowstone couvre pr&egrave;s de 9 000 km<sup>2</sup>  - dont 96 % dans le Wyoming - 3 % dans le Montana et 1% dans l'Idaho. On trouve &agrave; Yellowstone plus de 10 000 caract&eacute;ristiques thermales - soit plus de la moiti&eacute; des ph&eacute;nom&egrave;nes g&eacute;othermiques du monde. Le parc poss&egrave;de &eacute;galement la plus forte concentration mondiale de geysers - 300 environ qui repr&eacute;sentent les 2/3 des geysers de la plan&egrave;te. Cr&eacute;&eacute; en 1872 - le parc est &eacute;galement connu pour sa faune sauvage qui comprend l'ours grizzli - le loup - le bison et le wapiti.</p>,44.4279684,-110.5884542,United States of America,Europe and North America
131,City of Valletta,Ville de La Valette,<p>The capital of Malta is inextricably linked to the history of the military and charitable Order of St John of Jerusalem. It was ruled successively by the Phoenicians - Greeks - Carthaginians - Romans - Byzantines - Arabs and the Order of the Knights of St John. Valletta&rsquo;s 320 monuments - all within an area of 55 ha - make it one of the most concentrated historic areas in the world.</p>,<p>La capitale de la r&eacute;publique de Malte est irr&eacute;vocablement li&eacute;e &agrave; l'histoire de l'ordre militaire et charitable de Saint-Jean-de-J&eacute;rusalem. La ville a &eacute;t&eacute; successivement domin&eacute;e par les Ph&eacute;niciens - les Grecs - les Carthaginois - les Romains - les Byzantins - les Arabes et l'ordre des chevaliers de Malte. Ses 320 monuments sur une superficie de 55 ha en font l'une des zones historiques les plus concentr&eacute;es du monde.</p>,35.8974191,14.5122249,Malta,Europe and North America
243,Ellora Caves,Grottes d'Ellora,<p>These 34 monasteries and temples - extending over more than 2 km - were dug side by side in the wall of a high basalt cliff - not far from Aurangabad - in Maharashtra. Ellora - with its uninterrupted sequence of monuments dating from A.D. 600 to 1000 - brings the civilization of ancient India to life. Not only is the Ellora complex a unique artistic creation and a technological exploit but - with its sanctuaries devoted to Buddhism - Hinduism and Jainism - it illustrates the spirit of tolerance that was characteristic of ancient India.</p>,<p>Trente-quatre monast&egrave;res et temples ont &eacute;t&eacute; creus&eacute;s en succession serr&eacute;e dans la paroi d'une haute falaise basaltique - non loin d'Aurangabad - contribuant &agrave; faire revivre une brillante civilisation ancienne dans une s&eacute;quence ininterrompue de monuments datables de 600 &agrave; 1000. L'ensemble d'Ellora est une r&eacute;alisation artistique unique et un tour de force technique. Avec ses sanctuaires consacr&eacute;s respectivement au bouddhisme - au brahmanisme et au ja&iuml;nisme - il illustre l'esprit de tol&eacute;rance caract&eacute;ristique de l'Inde ancienne.</p>,20.0238247,75.1618345,India,Asia
779,Leshan Giant Buddha,Paysage panoramique du mont Emei - incluant le paysage panoramique du grand Bouddha  de Leshan,<p>The first Buddhist temple in China was built here in Sichuan Province in the 1st century A.D. in the beautiful surroundings of the summit Mount Emei. The addition of other temples turned the site into one of Buddhism's holiest sites. Over the centuries - the cultural treasures grew in number. The most remarkable is the Giant Buddha of Leshan - carved out of a hillside in the 8th century and looking down on the confluence of three rivers. At 71 m high - it is the largest Buddha in the world. Mount Emei is also notable for its exceptionally diverse vegetation - ranging from subtropical to subalpine pine forests. Some of the trees there are more than 1 -000 years old.</p>,<p>C'est ici - dans le paysage d'une grande beaut&eacute; sur du mont Emei - dans le Sichuan - que fut &eacute;difi&eacute; au I<sup><sup>e</sup> r</sup> si&egrave;cle le premier temple bouddhiste chinois. La multiplication ult&eacute;rieure des temples fit de ce site l'un des principaux lieux sacr&eacute;s du bouddhisme. Au cours des si&egrave;cles - les tr&eacute;sors culturels s'y accumul&egrave;rent - le plus saisissant &eacute;tant le grand Bouddha de Leshan &eacute;rig&eacute; au VIII<sup>e</sup> si&egrave;cle. Cette statue taill&eacute;e &agrave; flanc de colline - qui domine le confluent de trois fleuves de ses 71 m de haut - est la plus grande statue de Bouddha du monde. Le mont Emei se distingue &eacute;galement par la grande diversit&eacute; de sa flore - depuis les zones v&eacute;g&eacute;tales subtropicales jusqu'aux for&ecirc;ts de conif&egrave;res subalpines - dont certains arbres ont plus de 1 000 ans.</p>,29.5471219,103.7690839,China,Asia
857,La Grand-Place - Brussels,La Grand-Place de Bruxelles,<p>La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings - dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre.</p>,<p>La Grand-Place de Bruxelles est un ensemble remarquablement homog&egrave;ne de b&acirc;timents publics et priv&eacute;s - datant principalement de la fin du XVIIe si&egrave;cle - dont l&rsquo;architecture r&eacute;sume et illustre de mani&egrave;re vivace la qualit&eacute; sociale et culturelle de cet important centre politique et commercial.</p>,50.8468536,4.3519734,Belgium,Europe and North America
483,Pre-Hispanic City of Chichen-Itza,Ville préhispanique de Chichen - Itza,<p>This sacred site was one of the greatest Mayan centres of the Yucat&aacute;n peninsula. Throughout its nearly 1 -000-year history - different peoples have left their mark on the city. The Maya and Toltec vision of the world and the universe is revealed in their stone monuments and artistic works. The fusion of Mayan construction techniques with new elements from central Mexico make Chichen-Itza one of the most important examples of the Mayan-Toltec civilization in Yucat&aacute;n. Several buildings have survived - such as the Warriors&rsquo; Temple - El Castillo and the circular observatory known as El Caracol.</p>,<p>Cette ville sacr&eacute;e &eacute;tait l&rsquo;un des plus grands centres mayas de la p&eacute;ninsule du Yucatan. Tout au long de son histoire - qui s&rsquo;&eacute;tend sur presque mille ans - la ville fut embellie gr&acirc;ce &agrave; la contribution de diff&eacute;rents peuples. Mayas et Tolt&egrave;ques ont laiss&eacute; sur la pierre des monuments et des &oelig;uvres artistiques I&rsquo;empreinte de leur vision du monde et de l&rsquo;univers. L&rsquo;extraordinaire fusion des techniques de construction mayas avec les nouveaux &eacute;l&eacute;ments venus du Mexique central fait de Chichen-Itz&aacute; l&rsquo;un des exemples les plus importants de la civilisation maya-tolt&egrave;que du Yucatan. Plusieurs b&acirc;timents de cette civilisation subsistent - notamment le temple des Guerriers - El Castillo et l&rsquo;observatoire circulaire connu sous le nom d&rsquo;El Caracol.</p>,20.6832466,-88.5675082,Mexico,Latin America and the Caribbean
88,Nubian Monuments from Abu Simbel to Philae,Monuments de Nubie d'Abou Simbel à Philae,<p>This outstanding archaeological area contains such magnificent monuments as the Temples of Ramses II at Abu Simbel and the Sanctuary of Isis at Philae - which were saved from the rising waters of the Nile thanks to the International Campaign launched by UNESCO - in 1960 to 1980.</p>,<p>Cette zone arch&eacute;ologique est jalonn&eacute;e de monuments admirables - comme les temples de Rams&egrave;s II &agrave; Abou Simbel et le sanctuaire d'Isis &agrave; Philae - qui purent &ecirc;tre sauv&eacute;s lors de la construction du haut barrage d'Assouan gr&acirc;ce &agrave; une campagne internationale lanc&eacute;e par l'UNESCO en 1960 qui se poursivit jusqu'en 1980.</p>,22.3368631,31.6256714,Egypt,Arab States
1237,The Dolomites,Les Dolomites,<p>The site of the Dolomites comprises a mountain range in the northern Italian Alps - numbering 18 peaks which rise to above 3 -000 metres and cover 141 -903 ha. It features some of the most beautiful mountain landscapes anywhere - with vertical walls - sheer cliffs and a high density of narrow - deep and long valleys. A serial property of nine areas that present a diversity of spectacular landscapes of international significance for geomorphology marked by steeples - pinnacles and rock walls - the site also contains glacial landforms and karst systems. It is characterized by dynamic processes with frequent landslides - floods and avalanches. The property also features one of the best examples of the preservation of Mesozoic carbonate platform systems - with fossil records.</p>,<p>La cha&icirc;ne de montagnes des Dolomites - situ&eacute;e dans le nord des Alpes italiennes - compte 18 sommets de plus de 3000 m&egrave;tres. Le site couvre 141 903 ha et constitue un des plus beaux paysages de montagne du monde - caract&eacute;ris&eacute; par des murailles verticales - des falaises abruptes et une forte densit&eacute; de vall&eacute;es tr&egrave;s &eacute;troites - longues et profondes. Le bien comprend neuf &eacute;l&eacute;ments repr&eacute;sentatifs de la diversit&eacute; de ces paysages spectaculaires - pics - pinacles - murailles - qui sont d'importance internationale pour la g&eacute;omorphologie. On y trouve aussi des reliefs glaciaires et des syst&egrave;mes karstiques. Le tout est caract&eacute;ris&eacute; par une nature dynamique avec de fr&eacute;quents &eacute;boulements - inondations et avalanches. Le bien pr&eacute;sente aussi un des meilleurs exemples de pr&eacute;servation de syst&egrave;mes de plateformes carbonat&eacute;es du M&eacute;sozo&iuml;que - incluant des registres fossilif&egrave;res.</p>,46.3987337,12.4824721,Italy,Europe and North America
263,Monastery of the Hieronymites and Tower of Belém in Lisbon,Monastère des Hiéronymites et tour de Belém à Lisbonne,<p>Standing at the entrance to Lisbon harbour - the Monastery of the Hieronymites &ndash; construction of which began in 1502 &ndash; exemplifies Portuguese art at its best. The nearby Tower of Bel&eacute;m - built to commemorate Vasco da Gama's expedition - is a reminder of the great maritime discoveries that laid the foundations of the modern world.</p>,<p>&Agrave; l'entr&eacute;e du port de Lisbonne - le monast&egrave;re des hi&eacute;ronymites - dont la construction commen&ccedil;a en 1502 - t&eacute;moigne de l'art portugais &agrave; son apog&eacute;e. Toute proche - l'&eacute;l&eacute;gante tour de Belem - construite pour comm&eacute;morer l'exp&eacute;dition de Vasco de Gama - rappelle les grandes d&eacute;couvertes maritimes qui ont jet&eacute; les fondements du monde moderne.</p>,38.6920369,-9.2151031,Portugal,Europe and North America
1442,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,Routes de la soie : le réseau de routes du corridor de Chang’an-Tian-shan,<p>This property is a 5 -000&nbsp;km section of the extensive Silk Roads network - stretching from Chang&rsquo;an/Luoyang - the central capital of China in the Han and Tang dynasties - to the Zhetysu region of Central Asia. It took shape between the 2nd century BC and 1st century AD and remained in use until the 16th century - linking multiple civilizations and facilitating far-reaching exchanges of activities in trade - religious beliefs - scientific knowledge - technological innovation - cultural practices and the arts. The thirty-three components included in the routes network include capital cities and palace complexes of various empires and Khan kingdoms - trading settlements - Buddhist cave temples - ancient paths - posthouses - passes - beacon towers - sections of The Great Wall - fortifications - tombs and religious buildings.</p>,<p>Cette section des Routes de la soie s&rsquo;&eacute;tend sur 5&nbsp;000 km - de Chang&rsquo;an/Luoyang - capitale centrale de la Chine sous les dynasties Han et Tang - jusqu&rsquo;&agrave; la r&eacute;gion de Jetyssou - en Asie centrale. Ce corridor a pris forme entre le II<sup>e</sup>&nbsp;si&egrave;cle av. J.-C. et le I<sup>er</sup>&nbsp;si&egrave;cle apr. J.-C.&nbsp;; il a &eacute;t&eacute; utilis&eacute; jusqu&rsquo;au XVI<sup>e</sup>&nbsp;si&egrave;cle - reliant de nombreuses civilisations et facilitant des &eacute;changes &agrave; longue distance en mati&egrave;re de commerce mais aussi de croyances religieuses - de connaissances scientifiques - d&rsquo;innovations technologiques - de pratiques culturelles et artistiques. Parmi les 33 sites inclus dans la nomination figurent d&rsquo;importants ensembles de villes/palais de diff&eacute;rents empires ou royaumes de khans - des &eacute;tablissements de commerce - des temples de grottes bouddhistes - des voies antiques - des relais de poste - des cols - des tours balises - des parties de la Grand Muraille - des fortifications - des tombes et des &eacute;difices religieux.</p>,42.3223898,78.5210466,China,Asia
642,Prambanan Temple Compounds,Ensemble de Prambanan,<p>Built in the 10th century - this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the <em>Ramayana</em> - dedicated to the three great Hindu divinities (Shiva - Vishnu and Brahma) and three temples dedicated to the animals who serve them.</p>,<p>Construit au X<sup>e</sup> siècle - c'est le plus grand ensemble shivaïte d'Indonésie. Au milieu de la dernière des enceintes carrées concentriques s'élèvent les trois temples - décorés de reliefs illustrant l'épopée du <em>Ramayana</em> - dédiés aux trois grandes divinités hindouistes : Shiva - Vishnu et Brahma - et trois temples dédiés aux animaux qui servent de monture à ces dieux.</p>,-7.7519342,110.4915318,Indonesia,Asia
228,Historic Centre of Avignon: Papal Palace - Episcopal Ensemble and Avignon Bridge,Centre historique d’Avignon : Palais des papes - ensemble épiscopal et Pont d’Avignon,<p>In the 14th century - this city in the South of France was the seat of the papacy. The Palais des Papes - an austere-looking fortress lavishly decorated by Simone Martini and Matteo Giovanetti - dominates the city - the surrounding ramparts and the remains of a 12th-century bridge over the Rhone. Beneath this outstanding example of Gothic architecture - the Petit Palais and the Romanesque Cathedral of Notre-Dame-des-Doms complete an exceptional group of monuments that testify to the leading role played by Avignon in 14th-century Christian Europe.</p>,<p>Cette ville du midi de la France fut le si&egrave;ge de la papaut&eacute; au XIV<sup>e</sup> si&egrave;cle. Le palais des Papes - forteresse d'apparence aust&egrave;re somptueusement d&eacute;cor&eacute;e &agrave; l'int&eacute;rieur par Simone Martini et Matteo Giovanetti - domine la cit&eacute; - sa ceinture de remparts et les vestiges d'un pont du XII<sup>e</sup> si&egrave;cle sur le Rh&ocirc;ne. Au pied de ce remarquable exemple d'architecture gothique - le Petit Palais et la cath&eacute;drale romane Notre-Dame-des-Doms ach&egrave;vent de former un exceptionnel ensemble monumental qui t&eacute;moigne du r&ocirc;le &eacute;minent jou&eacute; par Avignon dans l'Europe chr&eacute;tienne au XIV<sup>e</sup> si&egrave;cle.</p>,43.9516407,4.8071731,France,Europe and North America
80,Mont-Saint-Michel and its Bay,Mont-Saint-Michel et sa baie,<p>Perched on a rocky islet in the midst of vast sandbanks exposed to powerful tides between Normandy and Brittany stand the 'Wonder of the West' - a Gothic-style Benedictine abbey dedicated to the archangel St Michael - and the village that grew up in the shadow of its great walls. Built between the 11th and 16th centuries - the abbey is a technical and artistic <em>tour de force</em> - having had to adapt to the problems posed by this unique natural site.</p>,<p>Sur un &icirc;lot rocheux au milieu de gr&egrave;ves immenses soumises au va-et-vient de puissantes mar&eacute;es - &agrave; la limite entre la Normandie et la Bretagne - s'&eacute;l&egrave;vent la &laquo; merveille de l'Occident &raquo; - abbaye b&eacute;n&eacute;dictine de style gothique d&eacute;di&eacute;e &agrave; l'archange saint Michel - et le village n&eacute; &agrave; l'abri de ses murailles. La construction de l'abbaye - qui s'est poursuivie du XI<sup>e</sup> au XVI<sup>e</sup> si&egrave;cle - en s'adaptant &agrave; un site naturel tr&egrave;s difficile - a &eacute;t&eacute; un tour de force technique et artistique.</p>,48.6367393,-1.5106004,France,Europe and North America
932,Jurisdiction of Saint-Emilion,Juridiction de Saint-Émilion,<p>Viticulture was introduced to this fertile region of Aquitaine by the Romans - and intensified in the Middle Ages. The Saint-Emilion area benefited from its location on the pilgrimage route to Santiago de Compostela and many churches - monasteries and hospices were built there from the 11th century onwards. It was granted the special status of a 'jurisdiction' during the period of English rule in the 12th century. It is an exceptional landscape devoted entirely to wine-growing - with many fine historic monuments in its towns and villages.</p>,<p>La viticulture a &eacute;t&eacute; introduite dans cette r&eacute;gion fertile d'Aquitaine par les Romains et s'est intensifi&eacute;e au Moyen &Acirc;ge. Le territoire de Saint-&Eacute;milion a b&eacute;n&eacute;fici&eacute; de sa situation sur la route de p&egrave;lerinage vers Saint-Jacques-de-Compostelle et plusieurs &eacute;glises - monast&egrave;res et hospices y ont &eacute;t&eacute; construits &agrave; partir du XI<sup>e</sup> si&egrave;cle. Le statut particulier de <em>juridiction</em> lui a &eacute;t&eacute; accord&eacute; au cours de la p&eacute;riode du gouvernement anglais au XII<sup>e</sup> si&egrave;cle. Il s'agit d'un paysage exceptionnel - enti&egrave;rement consacr&eacute; &agrave; la viticulture - dont les villes et villages comptent de nombreux monuments historiques de qualit&eacute;.</p>,44.8922129,-0.1572416,France,Europe and North America
292,Cologne Cathedral,Cathédrale de Cologne,<p>Begun in 1248 - the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries - successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains - Cologne Cathedral testifies to the enduring strength of European Christianity.</p>,<p>Commenc&eacute;e en 1248 - la construction de ce chef-d'&oelig;uvre de l'art gothique se fit par &eacute;tapes et s'acheva en 1880. Au cours de ces sept si&egrave;cles - ses b&acirc;tisseurs successifs furent anim&eacute;s de la m&ecirc;me foi et d'un esprit de fid&eacute;lit&eacute; absolue aux plans d'origine. Outre son exceptionnelle valeur intrins&egrave;que et les chefs-d'&oelig;uvre qu'elle rec&egrave;le - la cath&eacute;drale de Cologne t&eacute;moigne de la force et de la persistance de la foi chr&eacute;tienne en Europe.</p>,50.9412784,6.9582814,Germany,Europe and North America
